Restrição de Atendimento,Escola,Categoria Administrativa,Endereço,Telefone,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Latitude,Longitude,Bairro
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL NOSSA SENHORA DA ESPERANCA,Pública Municipal,"SALVADOR, 30 RUA. JARDIM IRMA DOLORES. 11347-725 São Vicente - SP.",(13) 35761080,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.9799378,-46.4526209,JARDIM IRMA DOLORES
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GERALDA ERNESTINA DA SILVA CRECHE MUNICIPAL,Pública Municipal,"OSWALDO TOSCHI VEREADOR, 2975 AVENIDA. VILA JOCKEI CLUBE. 11360-080 São Vicente - SP.",(13) 34630509,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9405093,-46.3927334,VILA JOQUEI CLUBE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VOVO VITALINO SOARES CRECHE MUNICIPAL,Pública Municipal,"JEQUIE, 1840 RUA. JARDIM RIO NEGRO. 11347-400 São Vicente - SP.",(13) 35760319,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9830369,-46.4588414,JARDIM RIO NEGRO
ESCOLA PARALISADA,REGINA APARECIDA SILVA NASCIMENTO TIA CRECHE MUNICIPAL,Pública Municipal,"RUA RIO CLARO, 80 JARDIM IRMA DOLORES. 11347-715 São Vicente - SP.",(13) 35760353,,,-23.98266387,-46.45246451,JARDIM IRMA DOLORES
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL MAURO APARECIDO DE GODOY,Pública Municipal,"GRANDE ORIENTE DO BRASIL, 3 PRACA. JARDIM POMPEBA. 11355-165 São Vicente - SP.",(13) 34622686,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,-23.9403713,-46.4050676,JARDIM POMPEBA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALICERCE CENTRO EDUCACIONAL,Privada,"ANITA COSTA DONA, 88 RUA. VILA VOTURUA. 11380-300 São Vicente - SP.",(13) 33268781,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,-23.9605858,-46.375594,VILA VOTURUA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VIII,Privada,"WILSON PRESIDENTE, 424 AVENIDA. CENTRO. 11320-000 São Vicente - SP.",(13) 35691919,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.9698168,-46.3730621,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BRINCANDO E APRENDENDO COLEGIO,Privada,"FLORIVAL ALVES DA SILVA, 500 RUA. PARQUE DAS BANDEIRAS. 11346-170 São Vicente - SP.",(13) 35761780,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9791,-46.49291,PARQUE DAS BANDEIRAS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUIZ JUNIOR COLEGIO,Privada,"ANTONIO RISCALLE HUSNE, 923 RUA. JARDIM RIO BRANCO. 11347-020 São Vicente - SP.",(13) 35661347,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.9793225,-46.4702712,JARDIM RIO BRANCO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PRIMO CHARLES COLEGIO,Privada,"PEDRO II DOM, 993 AVENIDA. CIDADE NAUTICA. 11350-100 São Vicente - SP.",(13) 34646937,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9430084,-46.4152864,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL CANTINHO DO ZEZINHO II,Pública Municipal,"SALGADO FILHO SENADOR, 637 AVENIDA. PARQUE SAO VICENTE. 11360-200 São Vicente - SP.",(13) 34646120,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9461184,-46.3974448,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EVOLUCOES COLEGIO,Privada,"ESMERALDO SOARES TARQUINIO DE CAMPOS FILHO DOUTOR, 765 AVENIDA. PARQUE DAS BANDEIRAS. 11346-000 São Vicente - SP.",(13) 35662295,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9865239,-46.4817897,PARQUE DAS BANDEIRAS
ESCOLA PARALISADA,KAYK NASCIMENTO DA SILVA CRECHE MUNICIPAL COMUNITARIA,Pública Municipal,"QUIRINO MARIO BIASOLI, 98 RUA. CONJUNTO RESIDENCIAL TANCREDO NEVES. 11350-440 São Vicente - SP.",(13) 34630223,,,-23.9397533,-46.4184286,CONJUNTO RESIDENCIAL TANCREDO NEVES
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANDREA NOBREGA INSTITUTO EDUCACIONAL,Privada,"GOIAS, 730 JARDIM IRMA DOLORES. 11347-515 São Vicente - SP.",(13) 35661209,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9807736,-46.4547032,JARDIM IRMA DOLORES
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ARTES E MANHAS ESCOLA,Privada,"JORGE SAO, 238 RUA. JARDIM INDEPENDENCIA. 11380-310 São Vicente - SP.",(13) 35615496,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9594536,-46.3739445,JARDIM INDEPENDENCIA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GRUPO DA PRECE CRECHE MUNICIPAL COMUNITARIA,Pública Municipal,"TAMBAU, 1534 VILA NOSSA SENHORA DE FATIMA. 11355-030 São Vicente - SP.",(13) 34643679,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9418265,-46.4080503,VILA NOSSA SENHORA DE FATIMA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CONSTRUINDO O FUTURO ESCOLA DE EDUCACAO INFANTIL,Privada,"CAIAMORE, 681 RUA. VILA MARGARIDA. 11335-010 São Vicente - SP.",(13) 34640522,Até 50 matrículas de escolarização,Educação Infantil,-23.96552675,-46.4047465,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CANTINHO DO CEU CRECHE MUNICIPAL,Pública Municipal,"ATALIBA LEONEL, 358 RUA. CATIAPOA. 11370-450 São Vicente - SP.",(13) 30270430,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9524817,-46.3857584,CATIAPOA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC DOUTORA RUTH CARDOSO,Pública Estadual,"CORONEL LOPES, 387 PRACA. CENTRO. 11310-020 São Vicente - SP.",(13) 34672955,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-23.9650745,-46.3835486,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RAIO DE SOL NUCLEO RECREATIVO INFANTIL,Privada,"SIMAO JAHJAH, 890 RUA. PARQUE DAS BANDEIRAS. 11346-200 São Vicente - SP.",(13) 35661797,Até 50 matrículas de escolarização,Educação Infantil,-23.98881313,-46.48269387,PARQUE DAS BANDEIRAS
ESCOLA PARALISADA,ANDREA NOBREGA INSTITUTO EDUCACIONAL,Privada,"RUA GOIAS, SAMARITA. 11345-000 São Vicente - SP.",(13) 35663716,,,-23.9905575,-46.4758194,SAMARITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LOBATO COLEGIO,Privada,"PERSIO DE QUEIROS FILHO, 614 AVENIDA. CATIAPOA. 11370-300 São Vicente - SP.",(13) 34692843,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9579502,-46.3877068,CATIAPOA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARA PINTADA CENTRO DE RECREACAO INFANTIL,Privada,"DUARTE DA COSTA DOM, 858 RUA. VILA JOCKEI CLUBE. 11360-280 São Vicente - SP.",(13) 34646203,Até 50 matrículas de escolarização,Educação Infantil,-23.94941,-46.39795,VILA JOQUEI CLUBE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRUZ AZUL DE SAO PAULO COLEGIO,Privada,"RUI BARBOSA, 238 PRACA. PARQUE SAO VICENTE. 11360-040 São Vicente - SP.",(13) 34655520,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9548238,-46.399564,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALEGRIA DE VIVER ESCOLA,Privada,"SIRIA, 255 RUA. PARQUE BITARU. 11330-140 São Vicente - SP.",(13) 34668498,Até 50 matrículas de escolarização,Educação Infantil,-23.96994,-46.39659,PARQUE BITARU
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNICO COLEGIO,Privada,"FRANCISCO DIAS JORGE, 745 RUA. CIDADE NAUTICA. 11350-270 São Vicente - SP.",(13) 34638942,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9413592,-46.4115221,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MUNDO VERDE COLEGIO,Privada,"ANTONIO EMMERICH, 1373 VILA CASCATINHA. 11370-900 São Vicente - SP.",(13) 33711808,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9597154,-46.3730844,VILA CASCATINHA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PENITENCIARIA DOUTOR GERALDO DE ANDRADE VIEIRA I,Pública Estadual,"PADRE MANOEL DA NOBREGA KM 66, SN KM 66. SAMARITA. 11348-910 São Vicente - SP.",(13) 34061310,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,-23.961559,-46.4703781,SAMARITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NAYLA AMOR A VIDA CRECHE COMUNITARIA,Privada,"DILSON MARONE, 25 RUA. CONJUNTO RESIDENCIAL TANCREDO NEVES. 11350-570 São Vicente - SP.",(13) 11350570,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9415033,-46.4191731,CONJUNTO RESIDENCIAL TANCREDO NEVES
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TURMINHA DA DISNEY ESCOLA DE EDUCACAO INFANTIL,Privada,"EMILIO JUSTO DEPUTADO, 202 RUA. CONJUNTO RESIDENCIAL HUMAITA. 11349-030 São Vicente - SP.",(13) 34060833,Até 50 matrículas de escolarização,Educação Infantil,-23.9488593,-46.4584351,CONJUNTO RESIDENCIAL HUMAITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL SENINHA,Privada,"CINCO, 350 RUA. JARDIM IRMA DOLORES. 11347-460 São Vicente - SP.",(13) 997917481,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.98038531,-46.46006974,JARDIM IRMA DOLORES
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL MARIA ELIZABETH RAMOS DA SILVA,Pública Municipal,"UM, 135 RUA. SAMARITA. 11345-010 São Vicente - SP.",(13) 35760359,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9880561,-46.4687696,SAMARITA
