Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CAMINHOS DO SABER COLEGIO,35187264,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Privada,"R PIO XII, 126 QUADRA 4 LOTE 18 E 1. ESP BARREIROS. 11340-080 São Vicente - SP.",(13) 34699282,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.9598957,-46.401741
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL MATTEO BEI II,35193276,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"FREI GASPAR, 2236 RUA. PARQUE SAO VICENTE. 11340-000 São Vicente - SP.",(13) 34678339,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-23.9591787,-46.3991894
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARINHOSO NUCLEO INFANTIL DE CONVIVENCIA,35196770,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Privada,"CAPITAO M. AGUIAR CAPITAOMOR, 393 AVENIDA. CENTRO. 11310-200 São Vicente - SP.",(13) 34686056,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-23.96786,-46.39181
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MAROTYNHO INSTITUTO EDUCACIONAL INFANTIL,35196782,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Privada,"PREFEITO JOSE MONTEIRO, 56 AVENIDA. VILA VALENCA. 11380-000 São Vicente - SP.",(13) 34698152,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-23.96126,-46.37657
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL RAUL ROCHA DO AMARAL,35209582,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"BELO HORIZONTE, 273 RUA. JARDIM IRMA DOLORES. 11347-750 São Vicente - SP.",(13) 35661060,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.982047,-46.4534113
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL AUGUSTO DE SAINT HILAIRE,35214450,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"MARTINS FONTES, 1000 AVENIDA. CATIAPOA. 11390-200 São Vicente - SP.",(13) 34682924,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-23.9620247,-46.3918101
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROF CONSTANTE LUCIANO CLEMENTE HOULMONT,35214462,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO EMMERICK, 504 AVENIDA. VILA CASCATINHA. 11390-000 São Vicente - SP.",(13) 34682929,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.9616099,-46.3780126
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR JACOB ANDRADE CAMARA,35214474,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"STELIO MACHADO LOUREIRO, 1071 RUA. CIDADE NAUTICA. 11355-240 São Vicente - SP.",(13) 34641784,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-23.946888,-46.4062647
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA LEONOR GUIMARAES ALVES STOFFEL,35214486,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"OEIRAS, SN RUA. SAMARITA. 11345-030 São Vicente - SP.",(13) 35760268,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.9902694,-46.4762827
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL MANOEL NASCIMENTO JUNIOR,35214498,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"ROBERTO KOCK, 300 RUA. VILA JOCKEI CLUBE. 11360-190 São Vicente - SP.",(13) 34644525,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.944009,-46.39953
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR OCTAVIO DE CESARE,35214504,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"TENENTE DURVAL DO AMARAL, 183 RUA. CATIAPOA. 11390-300 São Vicente - SP.",(13) 34681938,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-23.9611229,-46.3859167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL UNIAO CIVICA FEMININA,35214516,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"RUI BARBOSA, SN PRACA. PARQUE SAO VICENTE. 11360-040 São Vicente - SP.",(13) 34672634,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.9556691,-46.3991328
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO SEBASTIAO RIBEIRO DA SILVA,35230868,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"QUIRINO MARIO BIASOLI, 90 RUA. CIDADE NAUTICA. 11350-440 São Vicente - SP.",(13) 34636347,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.9398491,-46.4181378
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL FRANCISCO MARTINS DOS SANTOS,35230873,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"DONALD ALEXANDRE KEALMAN DOUTOR, 255 RUA. JARDIM RIO BRANCO. 11347-040 São Vicente - SP.",(13) 35663577,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.9774028,-46.4785624
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO JORGE BIERRENBACH SENRA,35230881,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"LUIZ FERREIRA MORGADO, 1783 RUA. JARDIM RIO BRANCO. 11347-210 São Vicente - SP.",(13) 35660146,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.9847787,-46.4647343
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO JONAS RODRIGUES,35230893,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"ALEXANDRE SENDIM, 304 RUA. PARQUE BITARU. 11330-420 São Vicente - SP.",(13) 34676024,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-23.9747474,-46.3981686
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL SAULO TARSO MARQUES DE MELLO,35230900,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"DOZE, 140 RUA. PARQUE CONTINENTAL. 11348-390 São Vicente - SP.",(13) 34064593,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.9566059,-46.4580674
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL VILA JOQUEI,35233845,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"FERNANDO FERRARI, SN RUA. VILA JOCKEI CLUBE. 11360-360 São Vicente - SP.",(13) 34634710,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9417604,-46.402405
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA REGINA CELIA DOS SANTOS,35233857,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"DE VISCONDE TAMANDARE, 385 AVENIDA. CENTRO. 11310-441 São Vicente - SP.",(13) 35767721,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-23.9660891,-46.39018
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,UNIDADE EDUCACIONAL ANA LUCIA ALMEIDA DE OLIVEIRA,35243164,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO FRANCISCO BENSDORP, 201 AVENIDA. CIDADE NAUTICA. 11350-010 São Vicente - SP.",(13) 34624924,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.95536,-46.410212
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA VERA LUCIA MACHADO MASSIS,35246165,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO FRANCISCO BENSDORP, 1381 AVENIDA. CIDADE NAUTICA. 11350-011 São Vicente - SP.",(13) 34639166,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-23.9467563,-46.4167258
ESCOLA PARALISADA,PAULA LOURENCO DE OLIVEIRA CRECHE MUNICIPAL,35247832,SP,São Vicente,Urbana,Não Informado,Pública,"RUA LIBANIA DE LIMA CROOCK, 844 RUA. VILA MARGARIDA. 11335-050 São Vicente - SP.",(13) 34630292,Municipal,Não Informado,Não,,,,,-23.9655817,-46.4090191
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TIO JOSE CRECHE MUNICIPAL,35247844,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"OITO, 240 RUA. VILA MARGARIDA. 11330-380 São Vicente - SP.",(13) 34630245,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9731244,-46.4075119
ESCOLA PARALISADA,PASTORIL CRECHE MUNICIPAL,35247856,SP,São Vicente,Urbana,Não Informado,Pública,"RUA SAO MIGUEL DOS CAMPOS, 173 RUA. JARDIM NOSSO LAR. 11370-440 São Vicente - SP.",(13) 34670689,Municipal,Não Informado,Não,,,,,-23.9509605,-46.3871484
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRIANCA ESPERANCA CRECHE MUNICIPAL,35247881,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"VINTE E DOIS, 120 RUA. JARDIM RIO BRANCO. 11347-080 São Vicente - SP.",(13) 35760355,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9750069,-46.4772504
ESCOLA PARALISADA,ISIDORO MENDES INSTITUTO GLAID SENA CRECHE MUNICIPAL,35247923,SP,São Vicente,Urbana,Não Informado,Pública,"DOUTOR ALCIDES DE ARAUJO, 25 VILA CASCATINHA. 11370-200 São Vicente - SP.",(13) 35610283,Municipal,Não Informado,Não,,,,,-23.9614471,-46.3838512
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NOVA ESPERANCA CRECHE MUNICIPAL,35247947,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"CINCO, 351 RUA. JARDIM QUARENTENARIO. 11347-460 São Vicente - SP.",(13) 35760329,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9803884,-46.4603493
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA JOSEFA DA SILVA CRECHE MUNICIPAL,35247972,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"SENADOR SALGADO FILHO, 1040 AVENIDA. VILA JOQUEI CLUBE. 11360-200 São Vicente - SP.",(13) 34630519,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.942471,-46.3959859
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ONDINA MARQUES DE MELO CRECHE MUNICIPAL,35247984,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"PADRE ANDRE SOVERAL, SN RUA. VILA EMA. 11345-310 São Vicente - SP.",(13) 35760316,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9930787,-46.4906514
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SANTA TEREZINHA CRECHE MUNICIPAL,35247996,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"BRASILIA, 30 AVENIDA. JARDIM IRMA DOLORES. 11347-550 São Vicente - SP.",(13) 35760234,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.9801338,-46.4533914
ESCOLA PARALISADA,LUIZ GONZAGA OLIVEIRA GOMES CRECHE MUNICIPAL,35248010,SP,São Vicente,Urbana,Não Informado,Pública,"PAULO HORCEL, 251 263. JAPUI. 11325-100 São Vicente - SP.",(13) 35670206,Municipal,Não Informado,Não,,,,,-23.98871,-46.3941201
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VOVO RAIMUNDO CRECHE MUNICIPAL,35248083,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"CAPITAO ANTAO DE MOURA, 47 RUA. PARQUE BITARU. 11330-100 São Vicente - SP.",(13) 34660427,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9712024,-46.3942663
ESCOLA PARALISADA,JUDITH CUNHA AMORIM CRECHE MUNICIPAL,35248095,SP,São Vicente,Urbana,Não Informado,Pública,"RUA MIGUEL PASQUARELLI, 267 RUA. ESPLANADA DOS BARREIROS. 11340-360 São Vicente - SP.",(13) 34630595,Municipal,Não Informado,Não,,,,,-23.9536826,-46.4148289
ESCOLA PARALISADA,ALEXANDER DE SOUZA BARREIRA CRECHE MUNICIPAL,35248125,SP,São Vicente,Urbana,Não Informado,Pública,"FRANCISCO XAVIER DOS PASSOS, 43 RUA. VILA SAO JORGE. 11380-040 São Vicente - SP.",(13) 35610364,Municipal,Não Informado,Não,,,,,-23.9587956,-46.3733857
ESCOLA PARALISADA,MENINO JESUS CRECHE MUNICIPAL,35248150,SP,São Vicente,Urbana,Não Informado,Pública,"ALVARO TREVISAN, 185 VILA NOVA SAO VICENTE. 11346-340 São Vicente - SP.",(13) 35760284,Municipal,Não Informado,Não,,,,,-23.9897059,-46.48799
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL ERCILIA NOGUEIRA COBRA,35248976,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"VALE DO PO, 400 RUA. VILA MARGARIDA. 11330-670 São Vicente - SP.",(13) 34645146,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.9696966,-46.4049972
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CIRCUITO ESCOLA TECNICA NA AREA DA SAUDE,35259779,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Privada,"GASPAR FREI, 2450 RUA. PARQUE SAO VICENTE. 11340-000 São Vicente - SP.",(13) 34661000,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação Profissional,,-23.9581216,-46.4010952
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CMEJA DE SAO VICENTE CEJAIN,35265457,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"CAPITAOMOR AGUIAR, 798 CENTRO. 11310-200 São Vicente - SP.",(13) 34695470,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,Atendimento Educacional Especializado,-23.96437,-46.39122
ESCOLA PARALISADA,CMEJA DE SAO VICENTE CEJACON,35265469,SP,São Vicente,Urbana,Não Informado,Pública,"QUARENTENARIO, 1001 JARDIM IRMA DOLORES. 11347-520 São Vicente - SP.",(13) 35763380,Municipal,Não Informado,Não,,,,,-23.9842,-46.46252
ESCOLA PARALISADA,TIC TAC CRECHE MUNICIPAL,35268975,SP,São Vicente,Urbana,Não Informado,Pública,"ALESSANDRIA, 5 RUA. VILA MARGARIDA. 11330-630 São Vicente - SP.",(13) 34620256,Municipal,Não Informado,Não,,,,,-23.9666957,-46.4018259
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EL SHADAY CRECHE MUNICIPAL,35270568,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"TAMOIOS, 149 RUA. PARQUE SAO VICENTE. 11360-070 São Vicente - SP.",(13) 34660399,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9571176,-46.4004245
ESCOLA PARALISADA,ZEZE MASSUNO PROFA CRECHE MUNICIPAL COMUNITARIA,35270573,SP,São Vicente,Urbana,Não Informado,Pública,"FREI GASPAR, 4237 RUA. CIDADE NAUTICA. 11350-000 São Vicente - SP.",(13) 34630709,Municipal,Não Informado,Não,,,,,-23.9478082,-46.4137275
ESCOLA PARALISADA,HEBERT DE SOUZA CRECHE MUNICIPAL BETINHO,35271913,SP,São Vicente,Urbana,Não Informado,Pública,"TREZE, 70 RUA. VILA MATIAS. 11345-270 São Vicente - SP.",(13) 35670267,Municipal,Não Informado,Não,,,,,-23.9897629,-46.4915425
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO FERNANDO DOS REIS PREF CRECHE MUNICIPAL,35271925,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"VINTE E DOIS DE JANEIRO, 630 CENTRO. 11310-090 São Vicente - SP.",,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9666121,-46.3932471
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL ANTONIO PACIFICO,35273485,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"ANADIR DIAS DE CARVALHO, 438 RUA. VILA JOCKEI CLUBE. 11360-400 São Vicente - SP.",(13) 34646586,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.9391079,-46.3968223
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL ARMINDO RAMOS,35273491,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"SERGIPE, 131 RUA. SAMARITA. 11345-050 São Vicente - SP.",(13) 35661165,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.9911652,-46.477164
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR GILSON KOOL MONTEIRO,35273508,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"RIVALDO DE LIMA FERREIRA, SN VILA MATIAS. 11345-290 São Vicente - SP.",(13) 35662717,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-23.9891701,-46.4922337
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PASTOR JOAQUIM RODRIGUES DA SILVA,35273512,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO FRANCISCO BENSDORF, 301 CIDADE NAUTICA. 11350-010 São Vicente - SP.",(13) 34642173,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-23.9547723,-46.4107385
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA LAURA FILGUEIRAS,35273521,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"MARECHAL EUCLIDES ZENOBIO DA COSTA, 75 RUA. VILA MATEO BEI. 11335-330 São Vicente - SP.",(13) 34631420,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-23.961664,-46.4070049
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR LUCIO MARTINS RODRIGUES,35273533,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"ODAIR MULLER DE AZEVEDO MARQUES, 434 RUA. VILA MARGARIDA. 11330-690 São Vicente - SP.",(13) 34646289,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-23.968206,-46.4093173
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR LUIZ PINHO DE CARVALHO FILHO,35273545,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR JOSE SINGER, 369 RUA. CONJUNTO RESIDENCIAL HUMAITA. 11349-020 São Vicente - SP.",(13) 34662298,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.9485044,-46.4611603
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR RENAN ALVES LEITE,35273557,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR ALCIDES DE ARAUJO, 1030 AVENIDA. JARDIM PARAISO. 11370-200 São Vicente - SP.",(13) 35613211,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.9526488,-46.3836385
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO JOSE MEIRELLES,35275517,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"TUPA, 345 RUA. QUARENTENARIO. 11347-030 São Vicente - SP.",(13) 35768396,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-23.9775444,-46.4566911
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO ANTONIO FERNANDO DOS REIS,35275529,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"JUIZ DE FORA, 90 AVENIDA. VILA VOTURUA. 11380-420 São Vicente - SP.",(13) 35617722,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-23.9624877,-46.3695272
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO LUIZ BENEDITINO FERREIRA,35275530,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR POLYDORO DE OLIVEIRA BITTENCOURT, 333 RUA. VILA MARGARIDA. 11330-570 São Vicente - SP.",(13) 34611030,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-23.9674564,-46.4021862
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL NOSSA SENHORA DA ESPERANCA,35278750,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"SALVADOR, 30 RUA. JARDIM IRMA DOLORES. 11347-725 São Vicente - SP.",(13) 35761080,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.9799378,-46.4526209
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GERALDA ERNESTINA DA SILVA CRECHE MUNICIPAL,35278774,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"OSWALDO TOSCHI VEREADOR, 2975 AVENIDA. VILA JOCKEI CLUBE. 11360-080 São Vicente - SP.",(13) 34630509,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9405093,-46.3927334
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VOVO VITALINO SOARES CRECHE MUNICIPAL,35278798,SP,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"JEQUIE, 1840 RUA. JARDIM RIO NEGRO. 11347-400 São Vicente - SP.",(13) 35760319,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.9830369,-46.4588414
ESCOLA PARALISADA,REGINA APARECIDA SILVA NASCIMENTO TIA CRECHE MUNICIPAL,35278816,SP,São Vicente,Urbana,Não Informado,Pública,"RUA RIO CLARO, 80 JARDIM IRMA DOLORES. 11347-715 São Vicente - SP.",(13) 35760353,Municipal,Não Informado,Não,,,,,-23.98266387,-46.45246451
